cerl_control_number|title|publication_year|language_primary|publication_place|publication_country|publisher
2505176|An appendix to Shakspeare's dramatic works|1826|Undetermined|Leipzig|Germany|Fleischer
2506229|Shakspeare's dramatische Werke., Th. 4|1799|German|Berlin|Germany|Johann Friedrich Unger
2511845|Poems|1640|English|London|England|NA
2511863|The historie of Henry the Fourth|1622|English|London|England|Printed by T. P. and are to be sold by Mathew Law, dwelling in Pauls church-yard, at the signe of the Foxe, neere S. Austines gate
2515722|The historie of Henrie the fourth|1613|Undetermined|London|England|Law
2515723|The history of Troylus and Cresseida|1609|Undetermined|London|England|Bonian u.a
2522048|The historie of Henrie the fourth|1598|Undetermined|London|England|Wise
2522049|The first part of the true and honorable historie of the life of Sir John Oldcastle|1600|Undetermined|London|England|Pavier
2523516|Julius Cäsar oder Die Verschwörung des Brutus|1785|Undetermined|Mannheim|Germany|Schwan
2524684|The tempest|1806|English|London|England|John Cawthorn
2539148|Hamlet, prince of Denmark, a tragedy in five acts|1822|English|London|England|Theophilus Barrois
2539149|Othello, the moor of Venice|1822|English|London|England|Theophilus Barrois
2539150|Macbeth|1822|English|London|England|Theophilus Barrois
2539151|Romeo and Juliet|1827|English|London|England|NA
2539152|Richard III|1827|English|Paris|France|Bobée and Hingray
2539325|Chefs d'oeuvre de Shakspeare|1826|French|Paris|France|Dondé-Dupre
2543633|Oeuvres complètes., 1, Vie de Shakespeare - Hamlet - La tempête - Coriolan [texte imprimé|1821|French|Paris|France|Garnier
2543634|Oeuvres complètes., 2, Jules César - Cléopâtre - Macbeth - Les méprises - Beaucoup de bruit pour rien [texte imprimé|1821|French|Paris|France|Garnier
2543635|Oeuvres complètes., 3, Timon d'Athènes|1821|French|Paris|France|Garnier
2543636|Oeuvres complètes., 4, Mesure pour mesure - Othello - Comme il vous plaira - Le conte d'hiver - Troi͏̈lus et Cressida [texte imprimé|1821|French|Paris|France|Garnier
2543637|Oeuvres complètes., 5, Le roi Lear - Cymbeline - La méchante femme mise à la raison - Peines d'amour perdues - Périclès [texte imprimé|1821|French|Paris|France|Garnier
2543638|Oeuvres complètes., 6, Le marchand de Venise - Les joyeuses bourgeoises de Windsor - Le roi Jean - /La vie et la mort du Roi Richard II - Henri IV (1ere partie) [texte imprimé|1821|French|Paris|France|Garnier
2543639|Oeuvres complètes., 7, Henri IV tragédie (2eme partie) [texte imprimé|1821|French|Paris|France|Garnier
2543640|Oeuvres complètes., 8, La vie et la mort du Roi Richard III - /Le Roi Henri VIII - Titus Andronicus - Poèmes et sonnets [texte imprimé|1821|French|Paris|France|Garnier
2544654|Macbeth|1828|English|Paris|France|Printed for Madame Vergne
2568997|The dramatic works of William Shakespeare, from the correct edition of Isaac Reed, Esq. With copious annotations. Vol. 1. (-12.) - Stereotype edition|1825|English|Dublin|Ireland|J. Cumming;J. Sutherland;printed for J. Walker : G. Offor_: Sharpe and sons
2570091|William Shakspeare's selected plays, from the last edition of Johnson and Steevens; with brief explanatory notes, extracted from various commentators. Volume the first (-the sixth|1809|English|Avignon|France|printed and sold by Seguin freres
2572116|The plays of William Shakespeare, in eight volumes, with the corrections and illustrations of various commentators; to which are added notes by Sam. Johnson|1765|English|London|England|printed for J. and R. Tonson ... [etc.!
2575258|Shakspeare's Two gentlemen of Verona, a comedy; revised by J.P. Kemble; and now published as it is performed at the Theatres Royal|1815|English|London|England|printed for John Miller
2579112|The dramatic works of William Shakespeare, from the correct edition of Isaac Reed, Esq. With copious annotations. Vol. 1. (-12.) - Stereotype edition|1825|English|Dublin|Ireland|J. Cumming;printed for J. Walker : G. Offor : Sharpe and sons ;_Edinburgh : J. Sutherland
2582247|Cymbeline. A tragedy by Shakespeare. With alterations by D. Garrick|1767|English|London|England|printed for H. Woodfall, J. Rivington, J. Hinton
2582349|Giulio Cesare, tragedia di Guglielmo Shakespeare tradotta da Michele Leoni di Parma|1811|Italian|Milan|Italy|dalla stamperia e fonderia di G.G. Destefanis a S. Zeno n. 534
2582353|The plays of William Shakespeare, in eight volumes, with the corrections and illustrations of various commentators; to which are added notes by Sam. Johnson|1765|English|London|England|printed for J. and R. Tonson ... [etc.!
2586405|Venus and Adonis|1617|Undetermined|London|England|B[arrett]
2587499|The tempest|1676|Undetermined|London|England|Herringman
2588325|Die Geburt des Merlin, oder das Kind hat seinen Vater gefunden|1829|Undetermined|Leipzig|Germany|NA
2589184|The poetical works of Shakspeare|1797|English|London|England|Printed for C. Cooke
2592636|The tragedy of Hamlet Prince of Denmarke|1637|Undetermined|London|England|Smethwicke
2595347|Tempest|1801|English|Manchester|England|Printed and sold by R.&W. Dean & co.; [etc., etc.]
2595677|Shakspeare's dramatische Werke., Th. 1|1797|German|Berlin|Germany|Johann Friedrich Unger
2598581|The tempest|1670|Undetermined|London|England|Herringman
2601431|Julius Cæsar|1691|English|London|England|Printed for H. Herringman, and R. Bentley
2605965|Miscellaneous papers and legal instruments under the hand and seal of William Shakspeare: including the tragedy of King Lear and a small fragment of Hamlet, from the original mss. in the possession of Sam. Ireland|1796|Undetermined|London|England|NA
2607283|Die zwey Veroneser. Antonius und Cleopatra|1812|German|Vienna|Austria|Pichler
2607460|Mr. William Shakespeare his comedies, histories, and tragedies|1767|English|London|England|Tonson
2607688|The works of Shakespear in eight volumes|1747|English|London|England|Birt [u.a.];Knaptan
2607689|The works of Shakespear in eight volumes|1747|English|London|England|Birt [u.a.];Knaptan
2608261|The works of Mr. William Shakespear|1709|English|London|England|Tonson
2608264|Cymbeline|1734|English|London|England|Tonson
2608282|The works of Shakespeare|1772|English|London|England|Crowder;Wase & Payne
2608291|The Plays Of William Shakespeare|1768|English|London|England|Woodfall [u.a.]
2608362|The Plays and Poems Of William Shakspeare|1821|English|London|England|Rivington [u.a.]
2608564|William Shakespeare's Schauspiele|1801|German|Zürich|Germany|Orell, Füßli
2608581|K. Henry IV. With The Humours Of Sir John Falstaff|1710|English|London|England|[Johnson]
2609363|The Plays Of William Shakspeare|1778|English|London|England|Bathurst, Strahan, Rivington, Hinton; Davis [u.a.]
2609365|Timon of Athens|1821|English|Zwickau|NA|NA
2609754|König Heinrich der Fünfte|1825|German|Vienna|Austria|Sollinger
2609779|König Lear|1780|German|Vienna|Austria|NA
2612431|The dramatic works of William Shakspeare|1826|Undetermined|London|England|Whittingham
2613628|Two gentlemen of Verona. Comedy of errors. Love's labour's lost|1821|English|London|England|Rivington [u.a.]
2613629|Pericles. Titus Andronicus. Addenda. Index|1821|English|London|England|Rivington [u.a.]
2615328|Shakspeare's dramatische Werke|1797|Undetermined|Berlin|Germany|G. Reimer
2617945|DerKaufmann von Venedig ; Wie es euch gefällt|1799|German|Berlin|Germany|Unger
2618498|Willhelm Shakespears Schauspiele|1779|German|Frankfurt|Germany|Gegel
2619512|Romeo et Juliette|1772|French|Paris|France|Gueffier
2621673|Dramatische Werke / William Shakespeare. August Wilhelm Schlegel [Übers.|1810|Undetermined|Berlin|Germany|NA
2623014|Der Sturm. Was ihr wollt|1812|German|Vienna|Austria|Pichler
2623202|Mr. William Shakespeare his comedies, histories, and tragedies|1768|English|London|England|Tonson
2623916|William Shakespeares sämmtliche dramatische Werke|1827|German|Vienna|Austria|Sollinger
2623986|Mr. William Shakespeare his comedies, histories, and tragedies|1767|English|London|England|Tonson
2623987|The Life Of King Henry V|1759|English|London|England|Hitch and Hawes [u.a.]
2624230|Shakespeare|1781|French|Paris|France|Auteur
2624236|Willhelm Shakespears Schauspiele|1778|German|Strasbourg|France|Levrault
2624255|Macbeth|1820|English|London|England|Hughes
2624641|Hamlet, Prinz von Dännemark|1778|German|Hamburg|Germany|Herold
2624643|The Plays of William Shakspeare|1811|English|London|England|Nichols and Son;Rivington;Stockdale [u.a.]
2626655|The life and death of Thomas, Lord Cromwell. By Mr. William Shakespear|1734|English|London|England|NA
2627464|The beauties of Shakespeare [Texte imprimé|1824|English|London|England|J. Bumpus
2628739|Galerie de Shakspeare. Série I. Dessins pour ses oeuvres dramatiques gravés... d'après Retzsch... par... Elise Voi͏̈art. Avec des scènes de Shakspeare trad. par M. Guizot... Sér. II-VII... dessins de Ruhl gravés... sur acier... et accompagnés d'une analyse de la pièce|1828|French|Paris|France|Audot
2631717|Schauspiele., 12|1779|German|Strasbourg|France|F. Levrault
2631718|Schauspiele|1778|German|Strasbourg|France|NA
2638110|Macbeth|1801|German|Tübingen|Germany|J. G. Cotta
2642681|Miscellaneous papers and legal instruments|1796|English|London|England|Cooper & Graham
2643394|Selected plays|1809|English|Avignon|France|Seguin
2658305|Modern characters for 1778|1778|Undetermined|London|England|NA
2658309|Mr. William Shakespeares Comedies, Histories, & Tragedies|1623|Undetermined|London|England|Printed by Isaac Jaggard, and Ed. Blount
2658310|Mr. William Shakespeares Comedies, Histories, and Tragedies|1632|Undetermined|London|England|Printed by The Cotes, for Robert Allot
2658311|Mr. William Shakespear's Comedies, Histories, and Tragedies|1664|English|London|England|P[hilip] C[hetwinde]
2658312|The works of Shakespear|1725|Undetermined|London|England|NA
2658313|The Works of Shakespeare|1740|Undetermined|London|England|NA
2658314|The Works of Shakespear In Nine Volumes|1751|Undetermined|London|England|NA
2658315|The Works of [William] Shakespear[e]: in 9 volumes with a glossary|1760|Undetermined|London|England|C. Hitch & L. Harves
2658316|Twenty Of The Plays Of Shakespeare|1766|Undetermined|London|England|NA
2658318|The Plays of William Shak[e]speare|1785|Undetermined|London|England|NA
2658319|The Plays of William Shakspeare|1786|Undetermined|London|England|NA
2658320|The dramatic Works of Shakspeare|1802|Undetermined|London|England|Boydell; Nicol
2658321|The Plays of William Shak[e]speare|1811|Undetermined|London|England|NA
2658322|The Plays of William Shakspeare|1811|Undetermined|London|England|NA
2658323|The Plays Of William Shakspeare|1813|Undetermined|London|England|NA
2658324|The dramatic works of Shakspeare|1824|Undetermined|Leipzig|Germany|Fleischer
2658325|The dramatic works of W. Shak[e]speare|1830|Undetermined|Leipzig|Germany|Sold by Frederick Fleischer
2658327|Shakspeare's dramatische Werke, übersetzt von Philipp Kaufmann|1830|Undetermined|Berlin|Germany|NA
2658328|Shakespeare Traduit de L'Anglois, Dédié Au Roi|1775|Undetermined|Paris|France|NA
2658329|William Shakespear's Toomespelen|1778|Undetermined|Amsterdam|Netherlands|NA
2658330|The Plays Of King Lear And Cymbeline|1801|Undetermined|London|England|NA
2658331|The dramatic Works of William Shakspeare in 8 vols.|1802|Undetermined|Brunswick Ma|USA|Schulbuchh
2658332|The dramatic works|1827|Undetermined|London|England|Jones
2658333|W[illiam] Shakspeares Lystspiel oversatte ved Simon Meisling, Dr. i Phil|1810|Undetermined|Copenhagen|Denmark|A. Seidelin
2658334|De Keapman fen Venetien in Julius Cesar|1829|Undetermined|Grinz|NA|NA
2658335|Tragedie di Shakspeare|1819|Undetermined|Verona|Italy|NA
2658336|The most lamentable Romaine Tragedie of Titus Andronicus|1594|Undetermined|London|England|J. Danter
2658337|Julius Cäsar oder Die Verschwörung des Brutus|1785|Undetermined|Mannheim|Germany|NA
2658338|Imogen|1782|Undetermined|Wein|NA|beim Losenmeister
2658339|Shakespeare's Cymbeline|1809|German|Berlin|Germany|Hitzig
2658340|En Skicersommernats Drøm|1816|Undetermined|Copenhagen|Denmark|Oversaetterens Forlag
2658341|The Tragicall Historie of Hamlet Prince of Denmarke|1603|Undetermined|London|England|NA
2658342|The First Edition Of The Tragedy Of Hamlet|1825|Undetermined|Leipzig|Germany|Reprinted For Ernst Fleischer
2658343|The Tragicall Historie of Hamlet, Prince of Denmarke|1604|Undetermined|London|England|NA
2658344|Hamlet, prince of Denmark|1720|English|London|England|Johnson
2658345|Hamlet prince of Denmark|1801|Undetermined|Brunswick Ma|USA|Schulbuchhandlung
2658346|Hamlet, Prinz von Dännemark|1777|Undetermined|Hamburg|Germany|Herold
2658347|Hamlet, Prinz von Dännemark|1779|Undetermined|Frankfurt|Germany|Offenbach
2658348|Hamlet, Prinz von Dännemark|1786|Undetermined|Hamburg|Germany|Herold
2658349|Hamlet, Prinz von Dänemark|1795|Undetermined|Berlin|Germany|NA
2658350|Hamlet, Prinz von Dännemark|1802|Undetermined|Vienna|Austria|Wallishausser
2658351|Hamlet, Prinz von Dännemark|1811|Undetermined|Vienna|Austria|Wallishausser
2658352|Shakspeare's Hamlet, für das deutsche Theater bearbeitet von Karl Julius Schütz|1819|Undetermined|Leipzig|Germany|NA
2658353|Hamlet, eine Tragödie in 5 Akten, von W[illiam] Shakespeare|1830|Undetermined|Sulzbach|NA|J. C. v. Seidel
2658354|König Heinrich der Achte, übersetzt von Wolf Grafen von Baudissin|1818|Undetermined|Hamburg|Germany|NA
2658355|The Life and Death of King John|1754|Undetermined|London|England|J. & R. Tonson & S. Draper
2658356|The History of King Lear|1759|Undetermined|London|England|C. Hitch & L. Hawes
2658357|The King Lear|1794|Undetermined|Zeitz|NA|Heinse
2658358|König Lear|1778|Undetermined|Hamburg|Germany|Michaelsen
2658359|William] Shakspeare's König Lear übers. von Dr. Johann Heinrich Voß, Prof. am Weimar. Gymnasium [d.i. Heinrich Voß|1806|Undetermined|Jena|Germany|Frommann
2658360|William] Shakespeare's König Lear von Heinrich Voss|1819|Undetermined|Leipzig|Germany|Brockhaus
2658361|Macbeth|1797|Undetermined|York|England|Wilson, Spence & Mawman
